,Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crest Factor,Form Factor,Fault
30,0.8079999999999999,-0.759,-0.1146869140625,0.1142969995934652,0.1619143430712285,0.0214259949228673,0.9481890120468872,4.9902929207732285,-1.4117944003880984,Inner Race
31,0.476,-0.659,-0.11501796875,0.1114570716097979,0.1601599368478077,0.0277849749287288,0.3369967367470688,2.9720291439195563,-1.3924775284106006,Inner Race
32,0.52,-0.903,-0.11441484375,0.1142545193612379,0.1616917260029483,-0.0072703493050704,0.6824634659068809,3.215996345975788,-1.4132058455304082,Inner Race
33,0.637,-0.723,-0.114375146484375,0.1109430705279375,0.1593406352350503,0.0485675921354942,0.5558084970281856,3.9977247427207336,-1.3931403817420962,Inner Race
34,0.708,-0.833,-0.114136181640625,0.1147623635065582,0.1618543325066458,0.0442261533493823,1.0053227774567173,4.374303665741719,-1.418080841500977,Inner Race
35,0.457,-0.72,-0.113954443359375,0.1124970260189628,0.1601267562781806,-0.0096323319947015,0.4393008120230246,2.8539889936075107,-1.405182207535281,Inner Race
36,0.911,-1.541,-0.114368212890625,0.1132733396281351,0.160966801185786,-0.0610377267510428,2.265570785622812,5.659552114404846,-1.4074435292586511,Inner Race
37,0.532,-1.155,-0.114546142578125,0.1149665240205029,0.1622882467981835,-0.0703204349645944,1.5289624841151674,3.278117858168609,-1.416793644425839,Inner Race
38,0.557,-1.052,-0.11533681640625,0.1175919509120592,0.1647111804013885,-0.0535338227946216,1.1069437071123476,3.3816769368213726,-1.4280884936274605,Inner Race
39,0.613,-0.732,-0.11523828125,0.1149343212341023,0.1627547684353288,-0.0039575507742365,0.5059490319992261,3.766402704468704,-1.41233248769344,Inner Race
40,0.43,-0.8009999999999999,-0.11487890625,0.1142894526739214,0.1620450687212511,-0.0408814489376685,0.5980034296858245,2.653582755669555,-1.4105728719997377,Inner Race
41,0.583,-0.918,-0.1148827148437499,0.1172565320373987,0.1641537728253984,-0.0362827043362034,0.9327246465755836,3.5515479782490647,-1.4288813861046123,Inner Race
42,0.508,-0.583,-0.1138181640625,0.1137884787813023,0.1609402378407898,0.0900465949290603,0.5771626298326491,3.1564511573702227,-1.4140118949064588,Inner Race
43,0.51,-0.71,-0.114425,0.1142035885242576,0.1616629314900876,0.0350564896683192,0.5416046689460412,3.1547120623089207,-1.412828765480337,Inner Race
44,0.481,-0.708,-0.114548876953125,0.1157541360994525,0.1628490435536178,-0.0048589522880082,0.5625207825300604,2.953655664803652,-1.4216555228233094,Inner Race
45,0.649,-0.747,-0.11461728515625,0.1119859093930384,0.1602415477124495,0.0154170164878865,0.5781100853768897,4.050135618788569,-1.3980574351765802,Inner Race
46,0.525,-0.7809999999999999,-0.1147189453125,0.1143752919985682,0.1619922994408222,-0.0201640717541533,0.5124648413215502,3.2408947944577395,-1.412079748463057,Inner Race
47,0.513,-0.762,-0.112347802734375,0.1149429294271736,0.1607272867106247,-0.0213018669256268,0.7821884169368043,3.1917418037648524,-1.4306224314028986,Inner Race
48,0.813,-0.8079999999999999,-0.114429931640625,0.1182479126609412,0.164548155144104,0.014027209731182,0.7885489462896733,4.940802887081963,-1.4379817656527027,Inner Race
49,0.508,-0.898,-0.114789501953125,0.1164264056901896,0.1634964092268638,-0.0014071672113429,0.6543183179411716,3.1071018770516905,-1.4243149978438672,Inner Race
50,0.74,-0.63,-0.115557080078125,0.1134014136717636,0.1619033398515241,0.0355990310450333,0.5392007656927302,4.570628380357244,-1.4010681106001095,Inner Race
51,0.564,-0.742,-0.11473115234375,0.1130271168492728,0.1610519874940426,0.0166523013504708,0.5377097400783097,3.5019747894813325,-1.4037337218710149,Inner Race
52,0.642,-0.7979999999999999,-0.11416806640625,0.1168677064853793,0.1633760732438925,0.001799506673163,0.7243258693523664,3.929583979176704,-1.4310137535529703,Inner Race
53,0.515,-0.981,-0.11527294921875,0.1155709457385152,0.1632294217983541,0.0264063942275609,0.8243519573385063,3.1550684571817365,-1.4160253806693066,Inner Race
54,0.889,-0.955,-0.114175,0.1121784220731736,0.1600603465908444,0.0092973166714456,1.1761876960076032,5.554155160444038,-1.4018861098387954,Inner Race
55,0.588,-0.947,-0.115412158203125,0.1167738620947731,0.1641811051940337,-0.0427623496663848,0.9580499033531128,3.581410901730046,-1.4225633395146773,Inner Race
56,0.454,-0.828,-0.11673564453125,0.1113633798524512,0.1613332188965782,-0.0207361691035023,0.5103483222445933,2.814051582836353,-1.3820390468087882,Inner Race
57,0.486,-0.667,-0.11439716796875,0.1148604087299667,0.162107931168269,0.0060500700393973,0.4504552504226687,2.998002605409411,-1.4170624504668874,Inner Race
58,0.496,-0.603,-0.113652099609375,0.1132581221244008,0.1604480465283564,0.0555751662512879,0.4700423687540893,3.091343339679368,-1.4117473155341629,Inner Race
59,0.515,-0.972,-0.1158701171875,0.1171954587479234,0.1648028791157598,-0.0296253079202781,0.9133211891617092,3.1249454060705872,-1.4223070030133589,Inner Race
60,0.486,-0.708,-0.1146767578125,0.1123774712153447,0.160557896671555,0.0006782336779827,0.4588848986719372,3.026945482439801,-1.4000910013001249,Inner Race
61,0.83,-1.13,-0.1146884765625,0.1132855551116141,0.1612030924384478,-0.0197463382243845,1.1567985023088492,5.148784601119975,-1.4055735787073556,Inner Race
62,1.047,-0.784,-0.115562060546875,0.1167335122512639,0.1642578380276436,0.0404583966724593,1.1246472643357084,6.374125049812207,-1.4213820457192037,Inner Race
63,0.581,-1.272,-0.1141833984375,0.1141496724475469,0.1614538942266103,-0.0479937962476995,1.3334224023079972,3.5985505508125497,-1.413987466093721,Inner Race
64,0.623,-0.728,-0.114584814453125,0.1144174370612792,0.1619271144091049,-0.0021169767469935,0.7562776094861561,3.847410004639528,-1.413163822640277,Inner Race
65,0.41,-0.674,-0.11463056640625,0.1074461991895059,0.1571123444212174,0.0354124971866843,0.2766733029439212,2.60959761952754,-1.3705972965745654,Inner Race
66,0.361,-0.71,-0.115018310546875,0.1089552820458689,0.1584294341203777,-0.0007815644053917,0.3066722774939037,2.2786169880888747,-1.3774279361876978,Inner Race
67,0.339,-0.706,-0.114822705078125,0.108247255375866,0.1578009814793918,0.0077771048453163,0.2809955045810693,2.148275611608106,-1.3743012008994613,Inner Race
68,0.583,-0.623,-0.115095654296875,0.11083493542186,0.1597835808980678,0.0217546001150859,0.5634396750576971,3.648685282450382,-1.388267714139109,Inner Race
69,0.61,-0.698,-0.114256689453125,0.1112512505249871,0.1594704596163012,0.01883997481577,0.5926852832624694,3.8251598538544944,-1.3957209891130768,Inner Race
70,0.679,-0.8859999999999999,-0.11571376953125,0.1123835413226611,0.1613044330363784,0.0387942493852918,0.8527991479130215,4.2094317385987,-1.3939951458656448,Inner Race
71,0.618,-0.7709999999999999,-0.1176693359375,0.115429347699855,0.1648312966267518,-0.0188252734262797,0.847604172562936,3.749287985032448,-1.4008007720405755,Inner Race
72,0.474,-0.845,-0.116639013671875,0.1126319751477297,0.1621419190224936,-0.0284594142123621,0.6536990968828382,2.923364931521768,-1.390117370836364,Inner Race
73,0.513,-0.625,-0.114855224609375,0.1138954873008143,0.1617506452544606,0.0450184450145465,0.5027782414953189,3.1715483990370843,-1.408300282417086,Inner Race
74,0.779,-0.964,-0.116082958984375,0.1135391136622177,0.1623753498781353,0.0163035376446302,1.000421601015839,4.797526229102193,-1.3987871372230565,Inner Race
75,0.496,-0.7959999999999999,-0.11522333984375,0.1130900856452125,0.1614470843191547,0.003268578322869,0.6186158786172098,3.0722140451882582,-1.4011665044433443,Inner Race
76,0.537,-0.6759999999999999,-0.11458125,0.1087814295907164,0.157992672211898,0.0144220645347863,0.2900995937654009,3.3988918123986256,-1.3788702096712857,Inner Race
77,0.422,-0.935,-0.1170147949218749,0.1139411750102648,0.163323053111722,0.0162607364574434,0.6110156686482195,2.583836096373539,-1.395747035413469,Inner Race
78,0.601,-0.789,-0.114671533203125,0.1117509979002803,0.1601163210896905,0.0493024647901824,0.695169844313094,3.75352116454977,-1.3963040051628703,Inner Race
79,0.464,-0.659,-0.11399384765625,0.1124098365245158,0.1600935715766134,0.0265915262654044,0.398253774304056,2.8983050064440024,-1.4044053680807211,Inner Race
80,0.664,-0.725,-0.116289599609375,0.1133451911175155,0.1623877336050682,-0.008653875304371,0.6552037665813599,4.088978799438555,-1.3964080549811866,Inner Race
81,0.457,-1.006,-0.1148201171875,0.1116354304208403,0.1601421871874725,-0.0142118046184328,0.669229734929095,2.853713990211754,-1.3947223806257063,Inner Race
82,0.8690000000000001,-0.8009999999999999,-0.1152016113281249,0.1121934129510562,0.1608047217743368,-0.0036202646492803,1.0345476855787377,5.40407016915523,-1.3958547968250374,Inner Race
83,0.696,-0.83,-0.116252734375,0.1148994188468083,0.1634500843625508,-0.009242514025393,0.9534912878553664,4.258180732756263,-1.4059891600941183,Inner Race
84,0.5489999999999999,-0.813,-0.114606201171875,0.1118695136138422,0.1601522973597612,0.0210592820853375,0.6832765512082064,3.427987041401868,-1.3974138896688555,Inner Race
85,0.476,-0.735,-0.113479931640625,0.1115244204637644,0.1591062033220165,0.009426917832358,0.4378559170252418,2.9917123912297687,-1.4020646736542242,Inner Race
86,0.527,-0.73,-0.11563017578125,0.1114993232030069,0.1606294792055423,0.0098359498896198,0.5786465717158631,3.2808423622269736,-1.3891657443245808,Inner Race
87,0.4370000000000001,-0.735,-0.115049755859375,0.1117119608647308,0.1603602169177938,0.0264409864078369,0.5742919453968716,2.725114797169559,-1.393833613291641,Inner Race
88,0.522,-0.762,-0.1135544921875,0.1136573204112541,0.160661066901626,0.0296364898067425,0.56429800329258,3.24907589664909,-1.4148367343877877,Inner Race
89,0.596,-0.981,-0.115217919921875,0.1135173747322466,0.1617428027100916,0.0466497398630724,0.9815567781607436,3.6848625720198034,-1.4037990168522696,Inner Race
90,0.574,-0.8079999999999999,-0.114323046875,0.1121105824204504,0.1601184812173277,-0.0007706447387174,0.7570033190694625,3.5848453947106425,-1.4005791972322097,Inner Race
91,0.613,-0.8690000000000001,-0.11474169921875,0.1137812460864176,0.1615895954672863,-0.0134485931192013,0.7710902577020193,3.7935610781580382,-1.4082900686281707,Inner Race
92,0.603,-0.784,-0.116990869140625,0.1140836325388908,0.163405333982181,0.0060328944059057,0.5353551783081114,3.6902100152113495,-1.396735789574869,Inner Race
93,0.525,-0.994,-0.1152580078125,0.1146368839050438,0.1625588565287585,0.0401460687405352,0.9233107098720006,3.2295994891371635,-1.4103909968078474,Inner Race
94,0.586,-0.74,-0.11561650390625,0.1127823669685221,0.1615129009940072,0.0120534191850961,0.6070428572740045,3.628193143665612,-1.3969709819713396,Inner Race
95,0.417,-0.8640000000000001,-0.115783349609375,0.1138369689378572,0.1623699688584973,0.0198984255645036,0.4744310244564312,2.5682089054498034,-1.402360265152928,Inner Race
96,0.632,-0.945,-0.11451669921875,0.1123525773197722,0.1604261813669101,-0.0432815352280768,0.6196381069358678,3.9395065980817376,-1.4008977071585318,Inner Race
97,0.635,-0.706,-0.11549541015625,0.1125211908399227,0.1612438834232364,0.0444696277165897,0.5677430571878568,3.93813387843828,-1.3961064184723426,Inner Race
98,0.581,-0.754,-0.116193505859375,0.112821451518167,0.1619536637714144,0.0698035552575852,0.6429297438111723,3.5874458562421787,-1.3938271556021506,Inner Race
99,0.444,-0.6859999999999999,-0.1146107421875,0.1129804276065342,0.1609334520121982,-0.0091001747330847,0.4755388321749137,2.7589043449235557,-1.4041742417906649,Inner Race
100,0.439,-0.73,-0.114568701171875,0.1142802855187949,0.1618188284840584,0.0260130962878982,0.4076271243730356,2.7129105068465384,-1.4124174126867266,Inner Race
101,0.547,-0.779,-0.11524130859375,0.1166959522996228,0.1640056082906351,0.0237484172310488,0.5692735170661587,3.3352517984059338,-1.4231494790534671,Inner Race
102,0.449,-0.825,-0.11477255859375,0.1155729662666107,0.1628778638586479,-0.0365655040114983,0.6284478260113007,2.7566668015099984,-1.4191359489960655,Inner Race
103,0.52,-0.708,-0.11433310546875,0.1148813440333934,0.1620775672107918,-0.0014752598084335,0.5492141997680027,3.208340357945452,-1.417590876643262,Inner Race
104,0.486,-0.8079999999999999,-0.1143006835937499,0.1159179593884239,0.1627911652288369,0.0339579914245619,0.441048785227041,2.9854199969440938,-1.4242361472432914,Inner Race
105,0.5,-0.823,-0.115143994140625,0.1153712665486526,0.1629969895535363,0.0205084718638051,0.5879583048626325,3.0675413169871777,-1.4155926305150452,Inner Race
106,0.645,-1.135,-0.11460478515625,0.1163609351812053,0.163320123960965,-0.0771159528616491,1.2480447489313578,3.9492989862912458,-1.4250724674218225,Inner Race
107,0.679,-1.125,-0.114794580078125,0.1143418451894392,0.1620222663553435,-0.0042213544986165,1.2140604376614252,4.190782015793018,-1.4114104188984975,Inner Race
108,0.73,-0.7859999999999999,-0.11469052734375,0.1146143122664554,0.1621410380222647,0.0065444518050622,0.7552915274342245,4.502253155057256,-1.4137265018958038,Inner Race
109,0.5760000000000001,-0.862,-0.114594970703125,0.1162469733814678,0.1632320627169433,0.0235005921393453,0.6298986340203041,3.5287185030481867,-1.4244260608942416,Inner Race
110,0.381,-0.8690000000000001,-0.11480947265625,0.114428878730968,0.1620942440227675,-0.0343298863442563,0.5579369080946073,2.350484449938181,-1.4118542684025073,Inner Race
111,0.5589999999999999,-0.8590000000000001,-0.1138240234375,0.1142684025644171,0.1612840307476805,0.0071485601846687,0.5108796863633187,3.4659352039292903,-1.416959494813856,Inner Race
112,0.833,-0.999,-0.11468095703125,0.1142665657910513,0.1618886420409875,0.040220274097861,0.8433426246221507,5.145512307090068,-1.4116436262114005,Inner Race
113,0.4370000000000001,-0.8079999999999999,-0.114065771484375,0.1121238320729675,0.159944178036872,0.011872076744489,0.4741717800726928,2.7322032309250925,-1.4022101104956064,Inner Race
114,0.513,-0.72,-0.11455234375,0.1125884201225667,0.1606168510822027,-0.0013145881161588,0.4764077198637469,3.1939363556408518,-1.4021262754146204,Inner Race
115,0.466,-0.635,-0.114817578125,0.1120482495126641,0.1604284059557408,0.0179915815066672,0.4311864468396656,2.9047224973896486,-1.3972460365004835,Inner Race
116,0.789,-0.762,-0.11522158203125,0.1137701454745744,0.161922904349956,-0.00886842242899,0.6858744860199573,4.872689278687671,-1.4053174890971367,Inner Race
117,0.4320000000000001,-0.6709999999999999,-0.1144673828125,0.1149710970313043,0.1622359067935486,0.0016462728622051,0.50134546657852,2.6627890738746047,-1.4173112270706358,Inner Race
118,0.623,-1.028,-0.114855712890625,0.1155407628749121,0.1629136299702334,0.0248306717462698,0.8555621206192106,3.8241122005189534,-1.418419910251857,Inner Race
119,0.508,-0.696,-0.115648974609375,0.1168225168296895,0.1643822356118982,0.0471078677024562,0.4419062581400115,3.0903582623086687,-1.4213894776596896,Inner Race
120,0.459,-0.945,-0.114807177734375,0.1164368535873735,0.1635162589572039,-0.015901518940833,0.7337883127488061,2.8070603065847486,-1.4242686057096992,Inner Race
121,0.479,-0.701,-0.114626513671875,0.1167021841496378,0.1635786428972602,0.0146025226417611,0.4754746048895808,2.9282551286407745,-1.4270576471121987,Inner Race
122,0.447,-0.759,-0.1141900390625,0.1136152435802775,0.1610812164741167,-0.0394940593234625,0.5265802073381121,2.7749976675388845,-1.4106415743141276,Inner Race
123,0.535,-0.942,-0.11409462890625,0.1140498379047891,0.1613205341737181,0.0279325708693964,0.7376778436291378,3.31637880286142,-1.4139187420143415,Inner Race
124,0.637,-0.85,-0.1148974609375,0.1167216533717572,0.1637824949866819,0.0354086325352161,0.6827230554445349,3.889304531914708,-1.4254666173674075,Inner Race
125,0.579,-0.74,-0.11635068359375,0.1143560001050186,0.1631384007306947,0.0116506788363671,0.5287852116968264,3.5491337257608664,-1.4021267060218463,Inner Race
126,0.684,-0.688,-0.114716943359375,0.1160835492471413,0.1632014384786003,0.0163578555410713,0.5415600966325123,4.1911395290164,-1.4226445867489468,Inner Race
127,0.41,-0.83,-0.11386640625,0.1132292810443465,0.1605795831949457,-0.0014280912264841,0.5473829737038409,2.5532511160042963,-1.4102454664493789,Inner Race
128,0.679,-0.845,-0.11522802734375,0.1167633362776253,0.1640442296374479,0.0230314701307037,0.5647530787560693,4.139127609064027,-1.4236486852983148,Inner Race
129,0.515,-0.94,-0.11493720703125,0.1166262185349432,0.1637423960543664,-0.0156615394422922,0.8161755305983092,3.1451842186858414,-1.4246248041319367,Inner Race
130,0.701,-0.732,-0.11446640625,0.1141740008505149,0.1616713460112637,0.0065965430485313,0.729481032471174,4.335956972555675,-1.4123912098556315,Inner Race
131,0.581,-0.769,-0.11523203125,0.1121714768823303,0.1608112150162419,0.0573768906772167,0.5012524264479543,3.612932095198204,-1.3955426566017592,Inner Race
132,0.488,-0.8420000000000001,-0.11402265625,0.1174103598978112,0.1636633301767114,-0.0098525364070816,0.6701163098131769,2.98173084632394,-1.435357985503091,Inner Race
133,0.439,-0.823,-0.114689404296875,0.110002405830851,0.1589138065128094,0.0316920909389801,0.3387849684706263,2.762503835465133,-1.385601464120077,Inner Race
134,0.823,-1.475,-0.115530859375,0.1168960519943574,0.1643514503092382,-0.0259736943394422,2.1947561383422967,5.007561530193197,-1.4225761947790256,Inner Race
135,0.474,-0.872,-0.11485078125,0.1137964481960111,0.1616777698681276,-0.0283629440573352,0.5281321235244238,2.9317574109700897,-1.407720244551037,Inner Race
136,1.14,-1.272,-0.114981103515625,0.1170837403750868,0.1640993207193341,-0.0106421215021448,2.074571111647137,6.947012303297642,-1.4271851260936483,Inner Race
137,0.64,-0.664,-0.11574599609375,0.115770828553509,0.1637051187897579,0.0186180747220819,0.5387713454588146,3.90946846825196,-1.4143480061043563,Inner Race
138,0.735,-0.72,-0.11431943359375,0.1136129742530338,0.1611713701216038,0.0430589173553962,0.5961235311162874,4.560363291851664,-1.4098335257183714,Inner Race
139,0.493,-1.145,-0.112868701171875,0.1177299902318967,0.1630920523179988,-0.0338357152098345,1.0741845816693676,3.0228327683236373,-1.4449714635206476,Inner Race
140,0.498,-0.754,-0.11445234375,0.1116487584363959,0.1598880095127132,-0.0029079431257573,0.3727799904856486,3.1146800908820005,-1.3969832707136087,Inner Race
141,1.172,-0.903,-0.114255810546875,0.1168996966611712,0.1634602767052193,0.0651922306414042,1.38579977300087,7.169937697545679,-1.4306517622415147,Inner Race
142,0.457,-0.8590000000000001,-0.11390078125,0.1127080089756068,0.1602368964635837,0.0329053339039694,0.5411196105991074,2.852027280145558,-1.4068112150335554,Inner Race
143,0.637,-0.715,-0.116199462890625,0.1178045670634275,0.1654676813291741,-0.0077603434898468,0.5736482327327774,3.8496943625672753,-1.4239969550024838,Inner Race
144,0.623,-0.8370000000000001,-0.114159619140625,0.1133361324561356,0.1608628930528359,0.0167130414053918,0.7311709959698374,3.87286333210092,-1.4091050256105049,Inner Race
145,0.5589999999999999,-0.789,-0.113862744140625,0.1152316250733738,0.1619950726548592,-0.0031311411494306,0.5860302037959655,3.4507222401201347,-1.4227223652258802,Inner Race
146,0.649,-0.8540000000000001,-0.1150348632812499,0.1172435884871354,0.1642510505816858,0.0194202425053376,0.716132463318218,3.9512684862690577,-1.427837143424134,Inner Race
147,0.54,-0.83,-0.1143482421875,0.1126432397212158,0.1605098140009669,0.0257657042824392,0.6058354390396588,3.3642802676024965,-1.403692885263374,Inner Race
148,0.818,-0.764,-0.114763720703125,0.1158616989352572,0.1630766365985541,0.0507183586756917,0.7545982859476785,5.016046547573037,-1.4209772530851168,Inner Race
149,0.547,-1.279,-0.1154699218749999,0.1168310376382342,0.1642623746765369,-0.0708585874803507,1.7377105075434882,3.33003830656378,-1.4225555193010038,Inner Race
150,0.498,-0.8059999999999999,-0.1138662109375,0.1140643202096018,0.1611693142368065,-0.0729382344249224,0.5786043226814521,3.0899182164930417,-1.4154270429290985,Inner Race
151,0.513,-0.752,-0.114117041015625,0.1159211406423728,0.1626645436466276,0.0004985578651648,0.5012007711654656,3.1537296850286003,-1.4254185194335305,Inner Race
152,0.417,-0.645,-0.115546533203125,0.1141408031263145,0.162414556412797,-0.0046907396612428,0.3529990158030873,2.567503856859616,-1.4056203324359409,Inner Race
153,0.605,-0.696,-0.11412568359375,0.1152277504292659,0.162177241968471,-0.0265530505252233,0.5957592346342122,3.730486427421293,-1.4210407058394394,Inner Race
154,0.61,-0.7929999999999999,-0.114043994140625,0.1139211442997923,0.161193753059449,-0.0020516930149276,0.6673209103972386,3.784265757340045,-1.4134348263941432,Inner Race
155,0.532,-0.745,-0.11552626953125,0.1162141980334227,0.1638639658875808,-0.0243578294481071,0.517598498579876,3.2465954129596724,-1.418413028936725,Inner Race
156,0.581,-0.7979999999999999,-0.11496708984375,0.1149603752442143,0.162581285258809,0.0188308044634693,0.5711950571896853,3.573597041474488,-1.4141550027905443,Inner Race
157,0.496,-0.664,-0.1141447265625,0.1136929040056364,0.1611038915333441,0.0242584165589201,0.5860263403874275,3.078758652439762,-1.4114002143159157,Inner Race
158,0.5,-0.747,-0.115514013671875,0.1170945375250393,0.1644808456446657,0.0108537456552445,0.6352386415619007,3.0398676395436888,-1.4239038227161271,Inner Race
159,0.588,-0.645,-0.11431630859375,0.1152983542016618,0.1623615711464885,0.0338243840114959,0.6196282413802838,3.6215466249059953,-1.4202835373514262,Inner Race
160,0.408,-0.735,-0.113550341796875,0.1124341299199594,0.1597951702510024,0.0115582988633901,0.3082545306111051,2.5532686586154214,-1.407262785142935,Inner Race
161,0.581,-0.8640000000000001,-0.115042529296875,0.117145051670418,0.1641861035877523,-0.0028751359721994,0.7184620322789121,3.5386673250910894,-1.4271774498634238,Inner Race
162,0.486,-0.967,-0.115355029296875,0.1166105735332689,0.1640248294549772,-0.0318605809470807,0.7140183079681832,2.9629660437074303,-1.421913118610952,Inner Race
163,0.547,-0.645,-0.113836962890625,0.1143844412982314,0.1613753874474919,0.0324052438256495,0.4464001692768425,3.389612311096587,-1.41760095622493,Inner Race
164,0.62,-0.6859999999999999,-0.1153849609375,0.1142963780812017,0.1624090926608059,0.0192702510979634,0.3945485405347209,3.8175202498968464,-1.4075412544341657,Inner Race
165,0.522,-0.728,-0.11466796875,0.1138161780170641,0.1615618547496786,0.009373957499307,0.3556017606344652,3.2309606794795624,-1.4089536643133276,Inner Race
166,0.925,-0.72,-0.113372265625,0.1149500476090729,0.1614501126267414,0.0904631145632331,0.8220889583712419,5.729323968565568,-1.4240706202411788,Inner Race
167,0.498,-0.693,-0.115212060546875,0.1160279828253836,0.1635104105116953,0.0437476582589487,0.4165022814975221,3.0456776326445576,-1.4192126217998655,Inner Race
168,0.474,-0.813,-0.115169677734375,0.1165703122397897,0.1638658868020488,-0.059287177142059,0.6948395779299026,2.892609372520563,-1.422821440726662,Inner Race
169,0.425,-1.169,-0.11502958984375,0.1156844857472991,0.1631381418317387,-0.0131888124405018,0.8662226274247096,2.60515410576606,-1.4182276234605098,Inner Race
